ms_51808,51808_MSP1_merged_sorted.aligned_cut_sorted,micro
ms_51809,51809_MSP2_merged_sorted.aligned_cut_sorted,micro
ms_51810,51810_MSP3_merged_sorted.aligned_cut_sorted,micro
scn_34782,34782_aligned_cut_sorted,sperm
scn_38701,38701_TAAGGCGA_HKVVFBCXX_2_20160407B_20160407.aligned_cut_sorted,sperm
